dataset,network,model,training_network,evaluation_network,seed,graph_seed,opt_out,step,unfairness,retention_s0,retention_s1,retention_disparity,approval_rate_difference,average_retention_disparity
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),7,7,False,5,0.0094652772565261278,100,100,0,0.60000000000000053,0
Variant I,Base (80/20),LCF-original,Base (80/20),Base (80/20),7,7,True,5,0.0057852426857186723,36.600000000000001,18.399999999999999,18.200000000000003,16.619149441672604,16.350000000000001
Variant I,Base (80/20),LCF-original,Base (80/20),Base (80/20),7,7,False,5,0.0060488542640931842,100,100,0,10.199999999999998,0
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),7,7,True,5,0.0050433729057083321,38.200000000000003,19.600000000000001,18.600000000000001,17.875841436050859,16.500000000000004
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),7,7,False,5,0.0052591735028381104,100,100,0,11.399999999999999,0
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),7,7,True,5,0.0088522618883418724,37.200000000000003,35,2.2000000000000028,6.0952380952380869,1.9000000000000021
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),7,7,False,5,0.0093397938208125142,100,100,0,1.4000000000000012,0
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),7,7,True,5,0.0089529883290943024,36.600000000000001,36.399999999999999,0.20000000000000284,4.5817570407734269,1.4499999999999993
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),7,7,False,5,0.0094960425579589947,100,100,0,0.60000000000000053,0
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),13,13,True,5,0.0070316161053175508,34.200000000000003,35,0.79999999999999716,6.148705096073515,1.8999999999999986
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),13,13,False,5,0.006944223710132813,100,100,0,0.40000000000000036,0
