run_id,dataset,model,opt_out,seed,graph_seed,source,step,group,metric,statistic,value,unit,steps,enforce_demographic_mixing,k_same,k_other,directed,decision_coef,repayment_coef,eps,base_s0,base_s1,test_n,test_initialization_seed,n_seeds,seeds,std_ddof
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,4,all,accuracy,value,0.52600000000000002,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,4,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,4,all,long_fairness,value,0.00031489098058778975,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,5,all,accuracy,value,0.49299999999999999,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,5,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,diagnostic_unclipped_decision_labels,5,all,long_fairness,value,0.00036677313986577254,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,1,all,accuracy,value,0.61599999999999999,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,1,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,1,all,long_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,2,all,accuracy,value,0.56000000000000005,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,2,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,2,all,long_fairness,value,0.00015622097845646721,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,3,all,accuracy,value,0.54900000000000004,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,3,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,3,all,long_fairness,value,5.722774958782928e-05,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,4,all,accuracy,value,0.496,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,4,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,4,all,long_fairness,value,0.00034394595546294315,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,5,all,accuracy,value,0.48499999999999999,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,5,all,short_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,diagnostic_unclipped_decision_labels,5,all,long_fairness,value,0.00022510153805943567,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,2026,2026,final_retention_disparity,,all,disparity,value,7.6000000000000014,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,7,7,final_retention_disparity,,all,disparity,value,6.600000000000005,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,13,13,final_retention_disparity,,all,disparity,value,5.9999999999999964,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,42,42,final_retention_disparity,,all,disparity,value,6,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,99,99,final_retention_disparity,,all,disparity,value,4.7999999999999972,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,Baseline,True,,,final_retention_disparity,,all,disparity,mean,6.2000000000000002,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0
20260917T140533_427046Z_29f7ca,Base,Baseline,True,,,final_retention_disparity,,all,disparity,std,0.91214034007931222,percentage_points,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,1,all,accuracy,value,0.55200000000000005,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,1,all,short_fairness,value,0.95999997854232788,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,1,all,long_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,2,all,accuracy,value,0.51600000000000001,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,2,all,short_fairness,value,0.94800001382827759,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,2,all,long_fairness,value,0.00022895928064969873,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,3,all,accuracy,value,0.53000000000000003,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,3,all,short_fairness,value,0.95599997043609619,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,3,all,long_fairness,value,0.00014947183393765329,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,4,all,accuracy,value,0.54300000000000004,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,4,all,short_fairness,value,0.93999999761581421,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,4,all,long_fairness,value,0.00090389337408480763,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,5,all,accuracy,value,0.54700000000000004,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,5,all,short_fairness,value,0.95999997854232788,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,2026,2026,diagnostic_unclipped_decision_labels,5,all,long_fairness,value,0.0030581579769026757,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,1,all,accuracy,value,0.52500000000000002,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,1,all,short_fairness,value,0.95999997854232788,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,1,all,long_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,2,all,accuracy,value,0.52800000000000002,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,2,all,short_fairness,value,0.94599997997283936,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,2,all,long_fairness,value,0.00074560725583461274,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,3,all,accuracy,value,0.53600000000000003,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,3,all,short_fairness,value,0.93800002336502075,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,3,all,long_fairness,value,0.0017605380886697164,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,4,all,accuracy,value,0.55500000000000005,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,4,all,short_fairness,value,0.94599997997283936,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,4,all,long_fairness,value,0.00071517903257334314,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,5,all,accuracy,value,0.54700000000000004,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,5,all,short_fairness,value,0.9440000057220459,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,7,7,diagnostic_unclipped_decision_labels,5,all,long_fairness,value,0.00067227017796356314,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,13,13,diagnostic_unclipped_decision_labels,1,all,accuracy,value,0.52800000000000002,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,13,13,diagnostic_unclipped_decision_labels,1,all,short_fairness,value,0.95999997854232788,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
20260917T140533_427046Z_29f7ca,Base,LCF-original,True,13,13,diagnostic_unclipped_decision_labels,1,all,long_fairness,value,0,fraction,5,True,8,2,False,0.80000000000000004,0.80000000000000004,0.5,0,0,1000,2027,,,
