dataset,network,model,training_network,evaluation_network,seed,graph_seed,opt_out,step,unfairness,retention_s0,retention_s1,retention_disparity,approval_rate_difference
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,True,3,0.034882546860549424,69.399999999999991,65,4.3999999999999915,0.78297495012191742
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,True,4,0.032099082096773368,55.800000000000004,52,3.8000000000000043,-1.768679349324509
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.020151424989242439,46.800000000000004,44.200000000000003,2.6000000000000014,-4.1729512317747686
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,1,0.0006307339524530553,100,100,0,3.8000000000000034
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,2,0.0006308858787642535,100,100,0,0
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,3,0.00063088595904514655,100,100,0,-0.20000000000000018
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,4,0.00063095864995899031,100,100,0,-4.5999999999999925
Base,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00063090588951453253,100,100,0,-4.1999999999999922
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,1,0.0011461604442812856,100,100,0,3.5999999999999921
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,2,0.052812520701098653,88.599999999999994,81.200000000000003,7.3999999999999915,-0.73280032025264674
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,3,0.033006994005153056,73.400000000000006,68.799999999999997,4.6000000000000085,0.58693999112857664
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,4,0.021563211675964811,60.799999999999997,57.799999999999997,3,-3.9485066472409458
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.012029921645173969,50.200000000000003,52,1.7999999999999972,-4.9770150168556571
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,1,0.0011461604442812856,100,100,0,3.5999999999999921
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,2,0.0011466458301464533,100,100,0,-0.20000000000000018
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,3,0.0011466900843264405,100,100,0,-0.40000000000000036
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,4,0.0011469309901407376,100,100,0,-5.9999999999999947
Base,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0011465355460584803,100,100,0,-4.5999999999999925
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,1,0.0022370665517963406,100,100,0,1.4000000000000012
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,2,0.0021062975948866747,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,3,0.0039668089585197519,100,99.799999999999997,0.20000000000000284,0.80320641282565219
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,4,0.0038642744022043818,100,99.400000000000006,0.59999999999999432,1.8144869215291792
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0076826063108771381,100,99,1,1.4242424242424279
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,1,0.0022370665517963406,100,100,0,1.4000000000000012
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,2,0.0021062975948866747,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,3,0.0020071113136995722,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,4,0.0019015653312289826,100,100,0,1.8000000000000016
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.0017887449528553034,100,100,0,1.4000000000000012
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,1,0.0034433914422988821,100,100,0,13.4
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,2,0.0037362076044082926,99.400000000000006,89.200000000000003,10.200000000000003,8.5892033817253299
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,3,0.0024505674839019331,99.400000000000006,86.200000000000003,13.200000000000003,3.27907117881302
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,4,0.0030319408178329788,99.400000000000006,85.399999999999991,14.000000000000014,2.1407131312464966
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0035991325378418315,99.400000000000006,84.599999999999994,14.800000000000011,0.47281323877068626
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,1,0.0034433914422988821,100,100,0,13.4
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,2,0.001661232709884608,100,100,0,10.799999999999999
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,3,0.0012906005382538055,100,100,0,5.600000000000005
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,4,0.00086664760112764583,100,100,0,4.4000000000000039
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00036382627487174801,100,100,0,1.4000000000000012
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,1,0.0034177410602569402,100,100,0,13.4
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,2,0.0037648620605468253,99.400000000000006,89.200000000000003,10.200000000000003,8.1407728884517851
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,3,0.0024723529815674494,99.400000000000006,86.200000000000003,13.200000000000003,3.27907117881302
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,4,0.003049857974052439,99.400000000000006,85.399999999999991,14.000000000000014,1.9065210937757704
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0036097303628921384,99.400000000000006,84.599999999999994,14.800000000000011,0.47281323877068626
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,1,0.0034177410602569402,100,100,0,13.4
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,2,0.001635745525360166,100,100,0,10.399999999999999
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,3,0.0012721908092498957,100,100,0,5.4000000000000048
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,4,0.00085103869438174495,100,100,0,4.2000000000000037
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00035443890094755126,100,100,0,1.4000000000000012
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,1,0.00061955845521954878,100,100,0,1.6000000000000014
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,2,0.023077885501998852,85.399999999999991,82,3.3999999999999915,-5.5680584908893493
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,3,0.019460364569043209,66.799999999999997,69.799999999999997,3,-2.5487706535353372
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,4,0.026217332395945758,55.200000000000003,59.199999999999996,3.9999999999999929,2.8397963180571861
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0037414466115177625,44.600000000000001,45.200000000000003,0.60000000000000142,-11.597682447716185
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,1,0.00061955845521954878,100,100,0,1.6000000000000014
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,2,0.00061964772644884647,100,100,0,-3.400000000000003
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,3,0.00061961593547332772,100,100,0,-4.3999999999999932
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,4,0.00061956504043314542,100,100,0,2.4000000000000021
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00061966067206664643,100,100,0,-6.399999999999995
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,1,0.0011261766189617495,100,100,0,1.0000000000000009
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,2,0.020695298878260937,87.799999999999997,85,2.7999999999999972,-0.89937022645049103
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,3,0.013460197314004829,73,71.200000000000003,1.7999999999999972,-7.0478682468831817
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,4,0.030150802812474342,59.599999999999994,64,4.4000000000000057,6.5687919463087274
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.011824771852728622,52.200000000000003,50.600000000000001,1.6000000000000014,-12.324140959823115
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,1,0.0011261766189617495,100,100,0,1.0000000000000009
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,2,0.0011263374155023875,100,100,0,0.20000000000000018
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,3,0.0011266644589352781,100,100,0,-5.3999999999999932
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,4,0.0011264005311442116,100,100,0,2.9999999999999916
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.0011267977933158146,100,100,0,-5.9999999999999947
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,1,0.0022370665517963406,100,100,0,2.8000000000000025
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,2,0.0021199774860041209,100,100,0,0.40000000000000036
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,3,0.0039565536570582704,100,99.799999999999997,0.20000000000000284,0.60280561122244558
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,4,0.0038369146158734324,100,99.799999999999997,0.20000000000000284,1.0036072144288588
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0037039979116541,100,99.400000000000006,0.59999999999999432,1.8156941649899339
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,1,0.0022370665517963406,100,100,0,2.8000000000000025
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,2,0.0021199774860041209,100,100,0,0.40000000000000036
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,3,0.0019947215590312428,100,100,0,0.60000000000000053
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,4,0.0018722247138087678,100,100,0,1.0000000000000009
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0017366569094030559,100,100,0,1.8000000000000016
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,1,0.0034433914422988821,100,100,0,13.600000000000001
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,2,0.0061393443346023924,100,93.200000000000003,6.7999999999999972,6.6815450643776808
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,3,0.0052888989448547363,100,90.200000000000003,9.7999999999999972,3.1259423503325889
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,4,0.0065688009262084845,100,89.200000000000003,10.799999999999997,1.1210762331838597
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0062836585044860893,100,89,11,1.3730337078651678
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,1,0.0034433914422988821,100,100,0,13.600000000000001
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,2,0.0023135670423507504,100,100,0,7.1999999999999957
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,3,0.0013543409109115778,100,100,0,4.8000000000000043
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,4,0.0007706887722015443,100,100,0,3.2000000000000028
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00036410486698146283,100,100,0,3.2000000000000028
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,1,0.0034177410602569402,100,100,0,13.4
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,2,0.0061168284416198704,100,93.400000000000006,6.5999999999999943,6.6663811563169144
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,3,0.0052703098058700659,100,90.400000000000006,9.5999999999999943,3.1185840707964596
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,4,0.0065557714700699155,100,89.400000000000006,10.599999999999994,1.1185682326621871
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.006275903701782215,100,89.200000000000003,10.799999999999997,1.3695067264574035
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,1,0.0034177410602569402,100,100,0,13.4
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,2,0.0022891522645950291,100,100,0,7.1999999999999957
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,3,0.0013344068527222364,100,100,0,4.8000000000000043
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,4,0.00075659859180454703,100,100,0,3.2000000000000028
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00035525572299954788,100,100,0,3.2000000000000028
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,1,0.00061955845521954878,100,100,0,2.200000000000002
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,2,0.03629867576236312,88,82.599999999999994,5.4000000000000057,-6.655844155844159
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,3,0.01149900277253546,67.200000000000003,69,1.7999999999999972,-2.1143892339544501
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,4,0.023540479824717297,53.200000000000003,56.799999999999997,3.5999999999999943,0.27268876416393084
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.026302909010935405,41.799999999999997,45.800000000000004,4.0000000000000071,6.1010008148596917
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,1,0.00061955845521954878,100,100,0,2.200000000000002
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,2,0.00061966682210223833,100,100,0,-4.5999999999999925
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,3,0.00061958409849016682,100,100,0,-2.8000000000000025
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,4,0.00061953320232444042,100,100,0,-0.20000000000000018
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0006195651152911541,100,100,0,3.0000000000000027
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,1,0.0011261766189617495,100,100,0,1.4000000000000012
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,2,0.020502485178964691,87.799999999999997,85,2.7999999999999972,-4.3987672517754266
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,3,0.0061548740137456481,71,72.200000000000003,1.2000000000000028,0.039015254964691604
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,4,0.011922729334011617,58.199999999999996,60.399999999999999,2.2000000000000028,2.5784574770715274
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0079004302210208821,48.600000000000001,50,1.3999999999999986,3.1588477366255141
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,1,0.0011261766189617495,100,100,0,1.4000000000000012
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,2,0.0011265274377280088,100,100,0,-4.2000000000000037
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,3,0.0011263805991470477,100,100,0,-2.5999999999999912
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,4,0.0011262585490594557,100,100,0,0.80000000000000071
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0011265387809127336,100,100,0,1.9999999999999907
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,1,0.0022370665517963406,100,100,0,1.2000000000000011
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,2,0.00011806695201310724,99.799999999999997,100,0.20000000000000284,0.7975951903807621
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,3,2.7377819178941998e-05,99.799999999999997,99.599999999999994,0.20000000000000284,0.80442008515021479
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,4,9.3530819990861325e-05,99.799999999999997,99.200000000000003,0.59999999999999432,1.6177516322968488
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.00019247651031761848,99.799999999999997,99.200000000000003,0.59999999999999432,1.8169403322774613
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,1,0.0022370665517963406,100,100,0,1.2000000000000011
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,2,0.0021026677450936004,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,3,0.0020131569875463384,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,4,0.0018933377701404464,100,100,0,1.6000000000000014
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00179539908389037,100,100,0,1.8000000000000016
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,1,0.0034433914422988821,100,100,0,14.400000000000002
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,2,0.0017740736007689772,100,91.400000000000006,8.5999999999999943,6.9527352297592993
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,3,0.0012393560409545978,99.799999999999997,87,12.799999999999997,2.5877041439200221
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,4,0.0011026152372359821,99.599999999999994,86,13.599999999999994,1.4271037638927786
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0015795032978057622,99.599999999999994,86,13.599999999999994,1.6279069767441867
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,1,0.0034433914422988821,100,100,0,14.400000000000002
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,2,0.0017740736007689772,100,100,0,8.3999999999999968
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,3,0.0012888383865355957,100,100,0,4.0000000000000036
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,4,0.00061876440048214132,100,100,0,3.2000000000000028
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.0002944315671921105,100,100,0,2.8000000000000025
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,1,0.0034177410602569402,100,100,0,14.400000000000002
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,2,0.0017499485015868288,100,91.400000000000006,8.5999999999999943,6.9527352297592993
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,3,0.001222661972045902,99.799999999999997,87,12.799999999999997,2.5877041439200221
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,4,0.0011185156106948702,99.599999999999994,86,13.599999999999994,1.4271037638927786
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0015894250869750159,99.599999999999994,86,13.599999999999994,1.6279069767441867
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,1,0.0034177410602569402,100,100,0,14.400000000000002
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,2,0.0017499485015868288,100,100,0,8.3999999999999968
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,3,0.0012717515230178389,100,100,0,4.0000000000000036
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,4,0.00060477781295775745,100,100,0,3.2000000000000028
Base,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00028656816482541814,100,100,0,2.8000000000000025
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,1,0.00061955845521954878,100,100,0,0.20000000000000018
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,2,0.0074889566726045187,85,86.200000000000003,1.2000000000000028,-5.8801692370683778
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,3,0.038119832018115529,63.800000000000004,70,6.1999999999999957,-2.7407075682937765
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,4,0.04214363445749697,51.200000000000003,58.199999999999996,6.9999999999999929,5.3318298969072142
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.019664452549705558,43,46.400000000000006,3.4000000000000057,-7.1732157177225364
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,1,0.00061955845521954878,100,100,0,0.20000000000000018
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,2,0.00061961586355896436,100,100,0,-4.0000000000000036
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,3,0.00061959681511303266,100,100,0,-3.2000000000000028
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,4,0.00061957141201751664,100,100,0,2.4000000000000021
Base,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00061966069201979668,100,100,0,-3.6000000000000032
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,1,0.0011261766189617495,100,100,0,2.0000000000000018
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,2,0.0093010590116482383,86.599999999999994,85.399999999999991,1.2000000000000028,-4.4474852751080434
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,3,0.019003416020098807,68.400000000000006,71.399999999999991,2.9999999999999858,-1.2162759840778414
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,4,0.017683857587409424,57.599999999999994,60.399999999999999,2.8000000000000043,3.267568064753501
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0065262440896738383,49,50.399999999999999,1.3999999999999986,-4.1156462585033911
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,1,0.0011261766189617495,100,100,0,2.0000000000000018
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,2,0.0011265977155425766,100,100,0,-2.399999999999991
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,3,0.0011267121620827103,100,100,0,-2.4000000000000021
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,4,0.001126731487361643,100,100,0,2.0000000000000018
Base,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.001127104720119787,100,100,0,-4.5999999999999925
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,1,0.0022370665517963406,100,100,0,0
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,2,0.0020966297865913086,100,100,0,2.0000000000000018
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,3,0.0019727790107509913,100,99.599999999999994,0.40000000000000568,0.80642570281124204
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,4,0.0018519158053027507,100,99.599999999999994,0.40000000000000568,1.4072289156626505
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.0017607686908187592,100,99.599999999999994,0.40000000000000568,0.20401606425702878
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,1,0.0022370665517963406,100,100,0,0
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,2,0.0020966297865913086,100,100,0,2.0000000000000018
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,3,0.0019727790107509913,100,100,0,0.80000000000000071
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,4,0.0018519158053027507,100,100,0,1.4000000000000012
Base,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.0017607686908187592,100,100,0,0.20000000000000018
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,1,0.0034433914422988821,100,100,0,10.399999999999999
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,2,0.0077742086648940889,99.200000000000003,94.199999999999989,5.0000000000000142,6.4122320389014442
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,3,0.0089973367452621522,98.799999999999997,91.400000000000006,7.3999999999999915,4.1903276960284845
Base,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,4,0.0097688581943511377,98.799999999999997,90.200000000000003,8.5999999999999943,2.6607538802660757
