dataset,network,model,opt_out,step,metric,mean,std,n_valid_seeds
Base,Watts–Strogatz,DP,True,1,approval_rate_difference,0.52000000000000057,3.0895954427723988,5
Base,Watts–Strogatz,DP,True,1,retention_disparity,0,0,5
Base,Watts–Strogatz,DP,True,1,retention_s0,100,0,5
Base,Watts–Strogatz,DP,True,1,retention_s1,100,0,5
Base,Watts–Strogatz,DP,True,1,unfairness,0.0011261766189617495,0,5
Base,Watts–Strogatz,DP,True,2,approval_rate_difference,-1.795130997459329,2.1964940440276313,5
Base,Watts–Strogatz,DP,True,2,retention_disparity,3.7200000000000015,2.0999047597450722,5
Base,Watts–Strogatz,DP,True,2,retention_s0,86.439999999999998,1.8736061485808595,5
Base,Watts–Strogatz,DP,True,2,retention_s1,85.679999999999993,2.4383601046605095,5
Base,Watts–Strogatz,DP,True,2,unfairness,0.026636558212957316,0.014055512221941568,5
Base,Watts–Strogatz,DP,True,3,approval_rate_difference,-2.3004556788480279,2.4767637435098568,5
Base,Watts–Strogatz,DP,True,3,retention_disparity,3.3599999999999968,1.768162888424027,5
Base,Watts–Strogatz,DP,True,3,retention_s0,70.920000000000002,2.0653329029480942,5
Base,Watts–Strogatz,DP,True,3,retention_s1,71.320000000000007,2.0183161298468546,5
Base,Watts–Strogatz,DP,True,3,unfairness,0.022798225946790773,0.013032412408510658,5
Base,Watts–Strogatz,DP,True,4,approval_rate_difference,2.5048181743388653,3.2839189658981538,5
Base,Watts–Strogatz,DP,True,4,retention_disparity,3.640000000000005,2.3508296407864222,5
Base,Watts–Strogatz,DP,True,4,retention_s0,59.319999999999993,1.3833293172632488,5
Base,Watts–Strogatz,DP,True,4,retention_s1,62.560000000000002,2.781078927322993,5
Base,Watts–Strogatz,DP,True,4,unfairness,0.024231956340873273,0.015806024412275022,5
Base,Watts–Strogatz,DP,True,5,approval_rate_difference,-1.5356059260601751,6.6999656053159597,5
Base,Watts–Strogatz,DP,True,5,retention_disparity,2.7200000000000002,2.3446961423604544,5
Base,Watts–Strogatz,DP,True,5,retention_s0,50.880000000000003,1.7139428228502842,5
Base,Watts–Strogatz,DP,True,5,retention_s1,52.960000000000001,3.5897632233895318,5
Base,Watts–Strogatz,DP,True,5,unfairness,0.017009701460052262,0.015724517464790994,5
Base,Watts–Strogatz,EO,False,1,approval_rate_difference,0.40000000000000269,3.308171700501652,5
Base,Watts–Strogatz,EO,False,1,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,False,1,retention_s0,100,0,5
Base,Watts–Strogatz,EO,False,1,retention_s1,100,0,5
Base,Watts–Strogatz,EO,False,1,unfairness,0.00061955845521954878,0,5
Base,Watts–Strogatz,EO,False,2,approval_rate_difference,-2.1199999999999997,2.3752052542885633,5
Base,Watts–Strogatz,EO,False,2,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,False,2,retention_s0,100,0,5
Base,Watts–Strogatz,EO,False,2,retention_s1,100,0,5
Base,Watts–Strogatz,EO,False,2,unfairness,0.00061960694405731602,1.0778487189958539e-07,5
Base,Watts–Strogatz,EO,False,3,approval_rate_difference,-2.48,1.4119490075778216,5
Base,Watts–Strogatz,EO,False,3,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,False,3,retention_s0,100,0,5
Base,Watts–Strogatz,EO,False,3,retention_s1,100,0,5
Base,Watts–Strogatz,EO,False,3,unfairness,0.00061959555597213001,7.3341796218041352e-08,5
Base,Watts–Strogatz,EO,False,4,approval_rate_difference,-0.59999999999999598,2.8255972819918949,5
Base,Watts–Strogatz,EO,False,4,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,False,4,retention_s0,100,0,5
Base,Watts–Strogatz,EO,False,4,retention_s1,100,0,5
Base,Watts–Strogatz,EO,False,4,unfairness,0.00061956504287801199,1.2600195687066378e-07,5
Base,Watts–Strogatz,EO,False,5,approval_rate_difference,-1.8799999999999994,3.6367018024578228,5
Base,Watts–Strogatz,EO,False,5,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,False,5,retention_s0,100,0,5
Base,Watts–Strogatz,EO,False,5,retention_s1,100,0,5
Base,Watts–Strogatz,EO,False,5,unfairness,0.00061959951126646653,1.1792652639985602e-07,5
Base,Watts–Strogatz,EO,True,1,approval_rate_difference,0.40000000000000269,3.308171700501652,5
Base,Watts–Strogatz,EO,True,1,retention_disparity,0,0,5
Base,Watts–Strogatz,EO,True,1,retention_s0,100,0,5
Base,Watts–Strogatz,EO,True,1,retention_s1,100,0,5
Base,Watts–Strogatz,EO,True,1,unfairness,0.00061955845521954878,0,5
Base,Watts–Strogatz,EO,True,2,approval_rate_difference,-2.8130639592322089,4.0160479190906315,5
Base,Watts–Strogatz,EO,True,2,retention_disparity,4.9599999999999991,2.5531157435572713,5
Base,Watts–Strogatz,EO,True,2,retention_s0,84.920000000000002,2.5755776051208383,5
Base,Watts–Strogatz,EO,True,2,retention_s1,83.960000000000008,3.2184468303826312,5
Base,Watts–Strogatz,EO,True,2,unfairness,0.033000798489780034,0.016913682000403801,5
Base,Watts–Strogatz,EO,True,3,approval_rate_difference,-1.6715988088534715,1.1988035706002993,5
Base,Watts–Strogatz,EO,True,3,retention_disparity,4.3599999999999941,1.9530488985173913,5
Base,Watts–Strogatz,EO,True,3,retention_s0,66.560000000000002,1.8478095139921709,5
Base,Watts–Strogatz,EO,True,3,retention_s1,68.11999999999999,2.8805555019822129,5
Base,Watts–Strogatz,EO,True,3,unfairness,0.027843945945789983,0.012816242876513706,5
Base,Watts–Strogatz,EO,True,4,approval_rate_difference,1.300779224714439,3.1851720096017955,5
Base,Watts–Strogatz,EO,True,4,retention_disparity,4.4399999999999933,1.3108775686539142,5
Base,Watts–Strogatz,EO,True,4,retention_s0,54.280000000000008,2.0614557962760189,5
Base,Watts–Strogatz,EO,True,4,retention_s1,57.359999999999992,1.856448221739565,5
Base,Watts–Strogatz,EO,True,4,unfairness,0.028172784215682291,0.007112742398160077,5
Base,Watts–Strogatz,EO,True,5,approval_rate_difference,-0.70067227174700708,7.9758104680851725,5
Base,Watts–Strogatz,EO,True,5,retention_disparity,2.4400000000000004,1.2611106216347592,5
Base,Watts–Strogatz,EO,True,5,retention_s0,44.799999999999997,2.2485550916088322,5
Base,Watts–Strogatz,EO,True,5,retention_s1,46.680000000000007,1.5263027222671122,5
Base,Watts–Strogatz,EO,True,5,unfairness,0.015236361529952924,0.0078597094176976173,5
Base,Watts–Strogatz,LCF-active,False,1,approval_rate_difference,12.84,1.4164744967700633,5
Base,Watts–Strogatz,LCF-active,False,1,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,False,1,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,False,1,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,False,1,unfairness,0.0034177410602569402,0,5
Base,Watts–Strogatz,LCF-active,False,2,approval_rate_difference,8.2399999999999967,1.1551623262554933,5
Base,Watts–Strogatz,LCF-active,False,2,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,False,2,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,False,2,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,False,2,unfairness,0.0018866799831390279,0.0003671434109239418,5
Base,Watts–Strogatz,LCF-active,False,3,approval_rate_difference,5.0400000000000045,0.61188234163113464,5
Base,Watts–Strogatz,LCF-active,False,3,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,False,3,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,False,3,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,False,3,unfairness,0.0013453912019729453,0.00031309637799669011,5
Base,Watts–Strogatz,LCF-active,False,4,approval_rate_difference,3.4800000000000031,0.37094473981982851,5
Base,Watts–Strogatz,LCF-active,False,4,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,False,4,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,False,4,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,False,4,unfairness,0.00076063196659090779,0.00020471532774885557,5
Base,Watts–Strogatz,LCF-active,False,5,approval_rate_difference,2.240000000000002,0.68585712797929055,5
Base,Watts–Strogatz,LCF-active,False,5,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,False,5,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,False,5,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,False,5,unfairness,0.00041366961002349268,0.00016001057440772251,5
Base,Watts–Strogatz,LCF-active,True,1,approval_rate_difference,12.84,1.4164744967700633,5
Base,Watts–Strogatz,LCF-active,True,1,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-active,True,1,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-active,True,1,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-active,True,1,unfairness,0.0034177410602569402,0,5
Base,Watts–Strogatz,LCF-active,True,2,approval_rate_difference,6.9131459428899715,0.65765413462633349,5
Base,Watts–Strogatz,LCF-active,True,2,retention_disparity,7.6400000000000006,1.9032603605392493,5
Base,Watts–Strogatz,LCF-active,True,2,retention_s0,99.599999999999994,0.33466401061362816,5
Base,Watts–Strogatz,LCF-active,True,2,retention_s1,91.960000000000008,1.8736061485808571,5
Base,Watts–Strogatz,LCF-active,True,2,unfairness,0.0046170283079147055,0.0031038460116357526,5
Base,Watts–Strogatz,LCF-active,True,3,approval_rate_difference,3.4060213085140889,0.59797393321575354,5
Base,Watts–Strogatz,LCF-active,True,3,retention_disparity,10.799999999999997,2.20544780033444,5
Base,Watts–Strogatz,LCF-active,True,3,retention_s0,99.439999999999998,0.42708313008125237,5
Base,Watts–Strogatz,LCF-active,True,3,retention_s1,88.640000000000015,2.0450916849862772,5
Base,Watts–Strogatz,LCF-active,True,3,unfairness,0.0046164000034332629,0.0034741618148332446,5
Base,Watts–Strogatz,LCF-active,True,4,approval_rate_difference,1.6975304145060721,0.44788468428770656,5
Base,Watts–Strogatz,LCF-active,True,4,retention_disparity,11.679999999999998,2.0497804760510387,5
Base,Watts–Strogatz,LCF-active,True,4,retention_s0,99.400000000000006,0.40000000000000002,5
Base,Watts–Strogatz,LCF-active,True,4,retention_s1,87.719999999999999,1.9208331525668796,5
Base,Watts–Strogatz,LCF-active,True,4,unfairness,0.0050430040359497053,0.0038126322360460354,5
Base,Watts–Strogatz,LCF-active,True,5,approval_rate_difference,0.92465286844863426,0.48079273411729662,5
Base,Watts–Strogatz,LCF-active,True,5,retention_disparity,12,2.0435263639111709,5
Base,Watts–Strogatz,LCF-active,True,5,retention_s0,99.400000000000006,0.40000000000000002,5
Base,Watts–Strogatz,LCF-active,True,5,retention_s1,87.400000000000006,1.9390719429665331,5
Base,Watts–Strogatz,LCF-active,True,5,unfairness,0.0051773701190948266,0.0036792476814895736,5
Base,Watts–Strogatz,LCF-full,False,1,approval_rate_difference,12.920000000000002,1.3600000000000012,5
Base,Watts–Strogatz,LCF-full,False,1,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,False,1,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,False,1,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,False,1,unfairness,0.0034433914422988821,0,5
Base,Watts–Strogatz,LCF-full,False,2,approval_rate_difference,8.3599999999999959,1.2924395537122821,5
Base,Watts–Strogatz,LCF-full,False,2,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,False,2,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,False,2,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,False,2,unfairness,0.001929458212852464,0.00034400095332929112,5
Base,Watts–Strogatz,LCF-full,False,3,approval_rate_difference,5.0400000000000045,0.59866518188383111,5
Base,Watts–Strogatz,LCF-full,False,3,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,False,3,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,False,3,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,False,3,unfairness,0.0013708192348480086,0.00030376296683409348,5
Base,Watts–Strogatz,LCF-full,False,4,approval_rate_difference,3.5600000000000032,0.44542114902640217,5
Base,Watts–Strogatz,LCF-full,False,4,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,False,4,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,False,4,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,False,4,unfairness,0.00077675721645353857,0.00020408173539247353,5
Base,Watts–Strogatz,LCF-full,False,5,approval_rate_difference,2.240000000000002,0.68585712797929055,5
Base,Watts–Strogatz,LCF-full,False,5,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,False,5,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,False,5,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,False,5,unfairness,0.00042312943935394196,0.00016072085863149302,5
Base,Watts–Strogatz,LCF-full,True,1,approval_rate_difference,12.920000000000002,1.3600000000000012,5
Base,Watts–Strogatz,LCF-full,True,1,retention_disparity,0,0,5
Base,Watts–Strogatz,LCF-full,True,1,retention_s0,100,0,5
Base,Watts–Strogatz,LCF-full,True,1,retention_s1,100,0,5
Base,Watts–Strogatz,LCF-full,True,1,unfairness,0.0034433914422988821,0,5
Base,Watts–Strogatz,LCF-full,True,2,approval_rate_difference,7.0135457692367682,0.81195784529339132,5
Base,Watts–Strogatz,LCF-full,True,2,retention_disparity,7.7600000000000025,1.7545369759569009,5
Base,Watts–Strogatz,LCF-full,True,2,retention_s0,99.599999999999994,0.33466401061362816,5
Base,Watts–Strogatz,LCF-full,True,2,retention_s1,91.840000000000003,1.7315888657530651,5
Base,Watts–Strogatz,LCF-full,True,2,unfairness,0.0041944956779479846,0.002435807154872086,5
Base,Watts–Strogatz,LCF-full,True,3,approval_rate_difference,3.3690137659009345,0.53628898186269081,5
Base,Watts–Strogatz,LCF-full,True,3,retention_disparity,10.879999999999999,2.1188676221038478,5
Base,Watts–Strogatz,LCF-full,True,3,retention_s0,99.439999999999998,0.42708313008125237,5
Base,Watts–Strogatz,LCF-full,True,3,retention_s1,88.560000000000002,1.9530488985173939,5
Base,Watts–Strogatz,LCF-full,True,3,unfairness,0.0042113974332809393,0.0027304931461929003,5
Base,Watts–Strogatz,LCF-full,True,4,approval_rate_difference,1.7902955344409535,0.5469500830737235,5
Base,Watts–Strogatz,LCF-full,True,4,retention_disparity,11.76,1.9652989594461239,5
Base,Watts–Strogatz,LCF-full,True,4,retention_s0,99.400000000000006,0.40000000000000002,5
Base,Watts–Strogatz,LCF-full,True,4,retention_s1,87.640000000000001,1.8304097901836114,5
Base,Watts–Strogatz,LCF-full,True,4,unfairness,0.0046369497537612769,0.0031253634960852071,5
Base,Watts–Strogatz,LCF-full,True,5,approval_rate_difference,0.92595616311735629,0.48112898777555091,5
Base,Watts–Strogatz,LCF-full,True,5,retention_disparity,12.119999999999999,1.9041008376659097,5
Base,Watts–Strogatz,LCF-full,True,5,retention_s0,99.400000000000006,0.40000000000000002,5
Base,Watts–Strogatz,LCF-full,True,5,retention_s1,87.280000000000001,1.8048822676285596,5
Base,Watts–Strogatz,LCF-full,True,5,unfairness,0.0047743231058120731,0.0029738825295298498,5
Variant I,Base (80/20),Baseline,False,1,approval_rate_difference,0.64000000000000057,0.32000000000000028,5
Variant I,Base (80/20),Baseline,False,1,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,False,1,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,False,1,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,False,1,unfairness,0.0029512137812132133,0,5
Variant I,Base (80/20),Baseline,False,2,approval_rate_difference,0.48000000000000043,0.41182520563948039,5
Variant I,Base (80/20),Baseline,False,2,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,False,2,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,False,2,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,False,2,unfairness,0.0027223623015742771,1.2835708405835293e-05,5
Variant I,Base (80/20),Baseline,False,3,approval_rate_difference,0.52000000000000046,0.34871191548325414,5
Variant I,Base (80/20),Baseline,False,3,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,False,3,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,False,3,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,False,3,unfairness,0.0024427311540473175,2.7610033219191549e-05,5
Variant I,Base (80/20),Baseline,False,4,approval_rate_difference,0.36000000000000032,0.38781438859330664,5
Variant I,Base (80/20),Baseline,False,4,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,False,4,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,False,4,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,False,4,unfairness,0.0021969503109211751,4.7183211152124281e-05,5
Variant I,Base (80/20),Baseline,False,5,approval_rate_difference,0.20000000000000018,0.75894663844041177,5
Variant I,Base (80/20),Baseline,False,5,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,False,5,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,False,5,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,False,5,unfairness,0.0019606175446134078,5.0871962778688047e-05,5
Variant I,Base (80/20),Baseline,True,1,approval_rate_difference,0.64000000000000057,0.32000000000000028,5
Variant I,Base (80/20),Baseline,True,1,retention_disparity,0,0,5
Variant I,Base (80/20),Baseline,True,1,retention_s0,100,0,5
Variant I,Base (80/20),Baseline,True,1,retention_s1,100,0,5
Variant I,Base (80/20),Baseline,True,1,unfairness,0.0029512137812132133,0,5
Variant I,Base (80/20),Baseline,True,2,approval_rate_difference,0.52564093919004407,0.39024469359697994,5
Variant I,Base (80/20),Baseline,True,2,retention_disparity,0.47999999999999832,0.27129319932500873,5
Variant I,Base (80/20),Baseline,True,2,retention_s0,99.960000000000008,0.08000000000000114,5
Variant I,Base (80/20),Baseline,True,2,retention_s1,99.47999999999999,0.2993325909419135,5
Variant I,Base (80/20),Baseline,True,2,unfairness,0.0078420290736620941,0.0029457718851546742,5
Variant I,Base (80/20),Baseline,True,3,approval_rate_difference,0.52581263080873075,0.35413143616169285,5
Variant I,Base (80/20),Baseline,True,3,retention_disparity,0.55999999999999939,0.29393876913398048,5
Variant I,Base (80/20),Baseline,True,3,retention_s0,99.879999999999995,0.16000000000000228,5
Variant I,Base (80/20),Baseline,True,3,retention_s1,99.400000000000006,0.35777087639996508,5
Variant I,Base (80/20),Baseline,True,3,unfairness,0.0075860671072060185,0.0040340951625098837,5
Variant I,Base (80/20),Baseline,True,4,approval_rate_difference,0.36759143328495281,0.38649151320850345,5
Variant I,Base (80/20),Baseline,True,4,retention_disparity,0.59999999999999998,0.4381780460041339,5
Variant I,Base (80/20),Baseline,True,4,retention_s0,99.879999999999995,0.16000000000000228,5
Variant I,Base (80/20),Baseline,True,4,retention_s1,99.280000000000001,0.37094473981982701,5
Variant I,Base (80/20),Baseline,True,4,unfairness,0.0093084945030428301,0.0032115142362519528,5
Variant I,Base (80/20),Baseline,True,5,approval_rate_difference,0.20542913225444659,0.76264506510339791,5
Variant I,Base (80/20),Baseline,True,5,retention_disparity,0.56000000000000227,0.40792156108742245,5
Variant I,Base (80/20),Baseline,True,5,retention_s0,99.760000000000005,0.23323807579381095,5
Variant I,Base (80/20),Baseline,True,5,retention_s1,99.200000000000003,0.4195235392680598,5
Variant I,Base (80/20),Baseline,True,5,unfairness,0.0086927559887038704,0.0034677307842827954,5
Variant I,Base (80/20),DP,False,1,approval_rate_difference,-0.87999999999999867,2.869425029513752,5
Variant I,Base (80/20),DP,False,1,retention_disparity,0,0,5
Variant I,Base (80/20),DP,False,1,retention_s0,100,0,5
Variant I,Base (80/20),DP,False,1,retention_s1,100,0,5
Variant I,Base (80/20),DP,False,1,unfairness,0.001013248346873219,0,5
Variant I,Base (80/20),DP,False,2,approval_rate_difference,1.839999999999997,2.1666564102321328,5
Variant I,Base (80/20),DP,False,2,retention_disparity,0,0,5
Variant I,Base (80/20),DP,False,2,retention_s0,100,0,5
Variant I,Base (80/20),DP,False,2,retention_s1,100,0,5
Variant I,Base (80/20),DP,False,2,unfairness,0.0010133578314978741,2.4655614833806028e-07,5
Variant I,Base (80/20),DP,False,3,approval_rate_difference,1.399999999999999,1.1798304963002111,5
Variant I,Base (80/20),DP,False,3,retention_disparity,0,0,5
Variant I,Base (80/20),DP,False,3,retention_s0,100,0,5
Variant I,Base (80/20),DP,False,3,retention_s1,100,0,5
Variant I,Base (80/20),DP,False,3,unfairness,0.0010135071291503372,3.7958033360571099e-07,5
Variant I,Base (80/20),DP,False,4,approval_rate_difference,1.1999999999999966,2.0039960079800552,5
Variant I,Base (80/20),DP,False,4,retention_disparity,0,0,5
Variant I,Base (80/20),DP,False,4,retention_s0,100,0,5
Variant I,Base (80/20),DP,False,4,retention_s1,100,0,5
Variant I,Base (80/20),DP,False,4,unfairness,0.0010136344159846322,4.5093318657388445e-07,5
Variant I,Base (80/20),DP,False,5,approval_rate_difference,0.91999999999999849,2.1339165869358601,5
Variant I,Base (80/20),DP,False,5,retention_disparity,0,0,5
Variant I,Base (80/20),DP,False,5,retention_s0,100,0,5
Variant I,Base (80/20),DP,False,5,retention_s1,100,0,5
Variant I,Base (80/20),DP,False,5,unfairness,0.0010137289866272159,4.1874074509873488e-07,5
Variant I,Base (80/20),DP,True,1,approval_rate_difference,-0.87999999999999867,2.869425029513752,5
Variant I,Base (80/20),DP,True,1,retention_disparity,0,0,5
Variant I,Base (80/20),DP,True,1,retention_s0,100,0,5
Variant I,Base (80/20),DP,True,1,retention_s1,100,0,5
Variant I,Base (80/20),DP,True,1,unfairness,0.001013248346873219,0,5
Variant I,Base (80/20),DP,True,2,approval_rate_difference,1.7032374950302565,2.1932856158092959,5
Variant I,Base (80/20),DP,True,2,retention_disparity,2.6799999999999984,2.7058455240460457,5
Variant I,Base (80/20),DP,True,2,retention_s0,85.439999999999998,2.621144788064941,5
Variant I,Base (80/20),DP,True,2,retention_s1,86.52000000000001,1.7417232845661816,5
Variant I,Base (80/20),DP,True,2,unfairness,0.017953837588535304,0.019324927182328342,5
Variant I,Base (80/20),DP,True,3,approval_rate_difference,0.33112702093919716,2.9233457378676029,5
Variant I,Base (80/20),DP,True,3,retention_disparity,3.6000000000000001,2.1316660151158735,5
Variant I,Base (80/20),DP,True,3,retention_s0,70.079999999999998,1.8659046063504956,5
Variant I,Base (80/20),DP,True,3,retention_s1,69.679999999999993,2.3718347328597726,5
Variant I,Base (80/20),DP,True,3,unfairness,0.025666182607118105,0.014714890630205349,5
Variant I,Base (80/20),DP,True,4,approval_rate_difference,1.5684131610441998,2.2395736963663322,5
Variant I,Base (80/20),DP,True,4,retention_disparity,2.7200000000000015,1.6029971927611089,5
Variant I,Base (80/20),DP,True,4,retention_s0,58.960000000000001,2.0876781361119803,5
Variant I,Base (80/20),DP,True,4,retention_s1,58.640000000000001,1.7951044537853524,5
Variant I,Base (80/20),DP,True,4,unfairness,0.01892264588013266,0.012636872857724135,5
Variant I,Base (80/20),DP,True,5,approval_rate_difference,1.7972663122591737,2.7643957294403396,5
Variant I,Base (80/20),DP,True,5,retention_disparity,3.3200000000000029,2.1451340284467095,5
Variant I,Base (80/20),DP,True,5,retention_s0,50.439999999999998,2.4046621384302638,5
Variant I,Base (80/20),DP,True,5,retention_s1,49.519999999999996,2.6003076741032038,5
Variant I,Base (80/20),DP,True,5,unfairness,0.022850154431037096,0.015155555619633684,5
Variant I,Base (80/20),EO,False,1,approval_rate_difference,-0.88000000000000078,2.714700720153147,5
Variant I,Base (80/20),EO,False,1,retention_disparity,0,0,5
Variant I,Base (80/20),EO,False,1,retention_s0,100,0,5
Variant I,Base (80/20),EO,False,1,retention_s1,100,0,5
Variant I,Base (80/20),EO,False,1,unfairness,0.0005539046922832247,0,5
Variant I,Base (80/20),EO,False,2,approval_rate_difference,1.7199999999999995,2.3953287874527809,5
Variant I,Base (80/20),EO,False,2,retention_disparity,0,0,5
Variant I,Base (80/20),EO,False,2,retention_s0,100,0,5
Variant I,Base (80/20),EO,False,2,retention_s1,100,0,5
Variant I,Base (80/20),EO,False,2,unfairness,0.00055393266276839717,6.5133991475327097e-08,5
Variant I,Base (80/20),EO,False,3,approval_rate_difference,0.12000000000000011,1.8573098825990257,5
Variant I,Base (80/20),EO,False,3,retention_disparity,0,0,5
Variant I,Base (80/20),EO,False,3,retention_s0,100,0,5
Variant I,Base (80/20),EO,False,3,retention_s1,100,0,5
Variant I,Base (80/20),EO,False,3,unfairness,0.00055397507877350536,1.0107939197762696e-07,5
Variant I,Base (80/20),EO,False,4,approval_rate_difference,0.76000000000000068,1.9158288023724834,5
Variant I,Base (80/20),EO,False,4,retention_disparity,0,0,5
Variant I,Base (80/20),EO,False,4,retention_s0,100,0,5
Variant I,Base (80/20),EO,False,4,retention_s1,100,0,5
Variant I,Base (80/20),EO,False,4,unfairness,0.00055397993972710062,8.8606673461732482e-08,5
Variant I,Base (80/20),EO,False,5,approval_rate_difference,1.3200000000000012,1.4675149062275326,5
Variant I,Base (80/20),EO,False,5,retention_disparity,0,0,5
Variant I,Base (80/20),EO,False,5,retention_s0,100,0,5
Variant I,Base (80/20),EO,False,5,retention_s1,100,0,5
Variant I,Base (80/20),EO,False,5,unfairness,0.0005539982869579241,7.5932268954030004e-08,5
Variant I,Base (80/20),EO,True,1,approval_rate_difference,-0.88000000000000078,2.714700720153147,5
Variant I,Base (80/20),EO,True,1,retention_disparity,0,0,5
Variant I,Base (80/20),EO,True,1,retention_s0,100,0,5
Variant I,Base (80/20),EO,True,1,retention_s1,100,0,5
Variant I,Base (80/20),EO,True,1,unfairness,0.0005539046922832247,0,5
Variant I,Base (80/20),EO,True,2,approval_rate_difference,1.0754542606767248,2.8273586805982012,5
Variant I,Base (80/20),EO,True,2,retention_disparity,3.5200000000000045,3.2950872522590329,5
Variant I,Base (80/20),EO,True,2,retention_s0,84.159999999999997,3.4255510505610611,5
Variant I,Base (80/20),EO,True,2,retention_s1,85.519999999999996,1.531535177526137,5
Variant I,Base (80/20),EO,True,2,unfairness,0.023194339894347028,0.02100845509653643,5
Variant I,Base (80/20),EO,True,3,approval_rate_difference,-1.0910960934858369,2.8728409675244744,5
Variant I,Base (80/20),EO,True,3,retention_disparity,4.3199999999999976,2.7643444069073588,5
Variant I,Base (80/20),EO,True,3,retention_s0,66.719999999999999,2.9572960622839233,5
Variant I,Base (80/20),EO,True,3,retention_s1,66.960000000000008,2.5780612870915207,5
Variant I,Base (80/20),EO,True,3,unfairness,0.028042020675481748,0.018820696257010945,5
Variant I,Base (80/20),EO,True,4,approval_rate_difference,1.6538682355641889,2.2660561768602236,5
Variant I,Base (80/20),EO,True,4,retention_disparity,2.7999999999999945,2.8649607327151987,5
Variant I,Base (80/20),EO,True,4,retention_s0,54.479999999999997,2.8357714999625738,5
Variant I,Base (80/20),EO,True,4,retention_s1,56.079999999999998,1.2812493902437534,5
Variant I,Base (80/20),EO,True,4,unfairness,0.017871893111777004,0.018318250002447935,5
Variant I,Base (80/20),EO,True,5,approval_rate_difference,2.9016222549539927,3.18662208614843,5
Variant I,Base (80/20),EO,True,5,retention_disparity,3.1599999999999993,1.0836973747315262,5
Variant I,Base (80/20),EO,True,5,retention_s0,45.280000000000001,2.2112439937736403,5
Variant I,Base (80/20),EO,True,5,retention_s1,46.68,1.7417232845661792,5
Variant I,Base (80/20),EO,True,5,unfairness,0.020407175628809459,0.0058337277825488681,5
Variant I,Base (80/20),LCF-active,False,1,approval_rate_difference,12.32,0.68818602136341078,5
Variant I,Base (80/20),LCF-active,False,1,retention_disparity,0,0,5
Variant I,Base (80/20),LCF-active,False,1,retention_s0,100,0,5
Variant I,Base (80/20),LCF-active,False,1,retention_s1,100,0,5
Variant I,Base (80/20),LCF-active,False,1,unfairness,0.0029077841043472219,0,5
