dataset,network,model,training_network,evaluation_network,seed,graph_seed,opt_out,step,unfairness,retention_s0,retention_s1,retention_disparity,approval_rate_difference,average_retention_disparity
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),13,13,False,5,0.0018664479100596321,100,100,0,0.80000000000000071,0
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),13,13,True,5,0.014064451694488556,99.799999999999997,87,12.799999999999997,0.91954022988506301,11.599999999999998
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),13,13,False,5,0.00011158239841457807,100,100,0,2.4000000000000021,0
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),13,13,True,5,0.014076273322105481,99.799999999999997,87,12.799999999999997,0.68965517241379448,11.599999999999998
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),13,13,False,5,0.00012164235115053046,100,100,0,2.200000000000002,0
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),13,13,True,5,0.020257046637109755,47,44.399999999999999,2.6000000000000014,2.0682384512171748,3.3499999999999961
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),13,13,False,5,0.00055404454110952184,100,100,0,1.4000000000000012,0
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),13,13,True,5,0.038544098029752227,53,47.799999999999997,5.2000000000000028,1.0199731586010841,5.2000000000000011
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),13,13,False,5,0.0010141041131735973,100,100,0,1.8000000000000016,0
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),42,42,True,5,0.01382837156393113,100,98.799999999999997,1.2000000000000028,0.80971659919027994,1
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),42,42,False,5,0.0019811450099821437,100,100,0,0.80000000000000071,0
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),42,42,True,5,0.002080096602439907,100,85.599999999999994,14.400000000000006,0.23364485981308691,13.350000000000001
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),42,42,False,5,0.00011734771728522109,100,100,0,1.2000000000000011,0
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),42,42,True,5,0.0020766627788544323,100,85.599999999999994,14.400000000000006,0.23364485981308691,13.350000000000001
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),42,42,False,5,0.00011315929889688103,100,100,0,1.2000000000000011,0
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),42,42,True,5,0.012223078492144435,47.799999999999997,46,1.7999999999999972,1.2279425140986011,2.0999999999999961
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),42,42,False,5,0.00055403488246030808,100,100,0,0.60000000000000053,0
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),42,42,True,5,0.038450216478325694,53.400000000000006,48,5.4000000000000057,2.9494382022471899,2.75
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),42,42,False,5,0.0010137792690148029,100,100,0,0,0
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),99,99,True,5,0.011921334213214618,99.599999999999994,98.799999999999997,0.79999999999999716,-0.39510267791815767,0.54999999999999361
Variant I,Base (80/20),Baseline,Base (80/20),Base (80/20),99,99,False,5,0.0019743199120746402,100,100,0,-0.40000000000000036,0
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),99,99,True,5,0.0022162218093871866,99,84.799999999999997,14.200000000000003,0.94339622641509413,12.900000000000002
Variant I,Base (80/20),LCF-full,Base (80/20),Base (80/20),99,99,False,5,0.00024440848827356199,100,100,0,2.6000000000000023,0
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),99,99,True,5,0.002210362195968596,99,85,14,0.7058823529411784,12.699999999999999
Variant I,Base (80/20),LCF-active,Base (80/20),Base (80/20),99,99,False,5,0.0002373805046080868,100,100,0,2.4000000000000021,0
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),99,99,True,5,0.030318492595362845,43.399999999999999,48.399999999999999,5,-1.4567543893057033,7.9499999999999993
Variant I,Base (80/20),EO,Base (80/20),Base (80/20),99,99,False,5,0.00055389041327835731,100,100,0,-0.40000000000000036,0
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),99,99,True,5,0.010708872437924899,48.399999999999999,50,1.6000000000000014,-2.6049586776859424,4.5
Variant I,Base (80/20),DP,Base (80/20),Base (80/20),99,99,False,5,0.0010131102066802677,100,100,0,-1.6000000000000014,0
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0019545890683423384,99.599999999999994,99.599999999999994,0,0.80321285140562138,0.20000000000000284
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.0019494818337432163,100,100,0,0.80000000000000071,0
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0036913793087005597,99.599999999999994,85.599999999999994,14,0.76661787336260723,11.749999999999996
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,8.7737321853631478e-05,100,100,0,1.6000000000000014,0
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0038141673803329113,99.400000000000006,87.400000000000006,12,0.71412456431955151,10.400000000000002
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00018118309974668456,100,100,0,1.6000000000000014,0
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.030245381374751801,45.399999999999999,50,4.6000000000000014,0.51982378854624756,3.9000000000000004
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00055111348928971182,100,100,0,1.0000000000000009,0
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.024704999295114549,51.800000000000004,55.600000000000009,3.8000000000000043,-1.3916280103330458,3.0500000000000043
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.0010083203213764325,100,100,0,-0.20000000000000018,0
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.0039971734344258492,99.400000000000006,99.200000000000003,0.20000000000000284,-1.0048192380086918,0.10000000000000142
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.002002613007591969,100,100,0,-1.0000000000000009,0
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.0035686401128768308,99.599999999999994,88,11.599999999999994,0.70828769623949572,9.8499999999999908
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00036298084259034358,100,100,0,1.8000000000000016,0
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.0037327857017516175,99.599999999999994,89.600000000000009,9.9999999999999858,0.4688396442914522,8.4499999999999922
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00021940541267395641,100,100,0,1.4000000000000012,0
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.0055384348472966582,48,47.399999999999999,0.60000000000000142,7.9588607594936693,0.75
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00055127569454949121,100,100,0,4.0000000000000036,0
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.024245756391416573,54,50.600000000000001,3.3999999999999986,6.5349143610013094,3.0000000000000036
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.0010091276657612225,100,100,0,4.5999999999999925,0
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.0057881550505849422,100,99.599999999999994,0.40000000000000568,0.80401606425702932,0.40000000000000568
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.0018554129981565026,100,100,0,0.80000000000000071,0
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.0061263809204101793,99.599999999999994,86.200000000000003,13.399999999999991,1.1600928074245953,10.949999999999996
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00018145179748541018,100,100,0,2.200000000000002,0
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.0041189942359923792,99.799999999999997,88.400000000000006,11.399999999999991,0.90497737556560764,9.7499999999999964
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00012131130695347547,100,100,0,2.200000000000002,0
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.010913157622849778,46.800000000000004,45.399999999999999,1.4000000000000057,2.0539176926842151,1.4500000000000028
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00055122802421070372,100,100,0,1.4000000000000012,0
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.032845273983586443,53.800000000000004,50.200000000000003,3.6000000000000014,-1.6113982730786791,3.0500000000000007
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.0010089999218275691,100,100,0,1.8000000000000016,0
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,42,42,True,5,2.8370287721957155e-05,99.599999999999994,99.799999999999997,0.20000000000000284,1.0020040080160331,0.20000000000000284
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.0019688088561592432,100,100,0,1.0000000000000009,0
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.006302408695220918,99.599999999999994,88,11.599999999999994,0.90909090909090384,10.549999999999997
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00030276846885679554,100,100,0,1.8000000000000016,0
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.0022453606128692849,99.599999999999994,89.400000000000006,10.199999999999989,0.44742729306487261,9.4999999999999893
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00011237514019013517,100,100,0,1.2000000000000011,0
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.0036271338918604235,47.799999999999997,48.399999999999999,0.60000000000000142,-1.2362114872575103,2.2999999999999936
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00055121845441241657,100,100,0,0.60000000000000053,0
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.016193247319173043,53.200000000000003,55.800000000000004,2.6000000000000014,0.49586331419947394,2.0000000000000018
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.0010086959338099222,100,100,0,0,0
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,99,99,True,5,6.0320116253675948e-05,99,99.200000000000003,0.20000000000000284,-0.40566959921798373,0.25
Variant I,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0019619092239179237,100,100,0,-0.40000000000000036,0
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.0044014675617217724,99.400000000000006,86.200000000000003,13.200000000000003,1.6549412484185844,11.899999999999999
Variant I,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00038143730163564538,100,100,0,2.8000000000000025,0
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.0042114703655243835,99.599999999999994,87.799999999999997,11.799999999999997,0.91116173120728838,10.549999999999994
Variant I,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00023760581016540883,100,100,0,2.4000000000000021,0
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.02013853722494563,46.800000000000004,44.200000000000003,2.6000000000000014,0.62845651080944975,3.9000000000000004
Variant I,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00055107531093145923,100,100,0,-0.40000000000000036,0
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.0050913714767725771,51,51.800000000000004,0.80000000000000426,-2.4210765387235988,4.9499999999999957
Variant I,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0010080150059682547,100,100,0,-1.6000000000000014,0
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0059586493586972766,99.200000000000003,100,0.79999999999999716,0.79516129032257687,0.40000000000000213
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.0019550972405883993,100,100,0,0.80000000000000071,0
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0056269478797912331,98.799999999999997,84.200000000000003,14.599999999999994,1.25784953888467,12.599999999999998
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,7.130396366117342e-05,100,100,0,2.0000000000000018,0
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0057985526323318659,99.200000000000003,87.799999999999997,11.400000000000006,0.70954882798147656,10.050000000000001
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00018131446838387522,100,100,0,1.6000000000000014,0
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.010900297334076547,47,45.399999999999999,1.6000000000000014,-1.3684506514199946,1.0000000000000036
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00055167024632951644,100,100,0,1.0000000000000009,0
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0078857853392967914,49.600000000000001,51.600000000000001,2,-2.0411352838209607,2.1500000000000021
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.001009322719232153,100,100,0,-0.20000000000000018,0
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0060024306490310542,99.799999999999997,99.400000000000006,0.39999999999999147,-0.99958468244335519,0.24999999999999645
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0020123103607416759,100,100,0,-1.0000000000000009,0
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0024634504318237216,99.799999999999997,86.799999999999997,13,0.260428691484349,11.199999999999999
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00040516805648804777,100,100,0,2.0000000000000018,0
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0022644112110138392,99.799999999999997,88,11.799999999999997,0.026871925669524899,10.099999999999998
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00022334814071656162,100,100,0,1.4000000000000012,0
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.028098764450549929,47.599999999999994,43.799999999999997,3.7999999999999972,6.5519358428302805,1.5499999999999972
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00055183283532878047,100,100,0,4.0000000000000036,0
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.046624543334346069,53.600000000000001,47.199999999999996,6.4000000000000057,5.9132304578800916,4.4000000000000057
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0010101319307336265,100,100,0,4.5999999999999925,0
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.011763566712748363,100,99,1,0.81010101010100533,0.89999999999999858
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.0018608186696928986,100,100,0,0.80000000000000071,0
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0081347538232803274,99.599999999999994,87.200000000000003,12.399999999999991,1.1467889908256867,10.449999999999996
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00020104563236233997,100,100,0,2.4000000000000021,0
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0061160491704941311,99.799999999999997,90,9.7999999999999972,1.1111111111111072,8.649999999999995
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00012227296829225853,100,100,0,2.200000000000002,0
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.050598376953795543,48.199999999999996,41,7.1999999999999957,1.024187835239343,4.6000000000000014
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.0005517850522950285,100,100,0,1.4000000000000012,0
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.080394503548364582,57.199999999999996,46.200000000000003,10.999999999999993,-1.4485514485514495,6.8000000000000007
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.0010100038893031682,100,100,0,1.8000000000000016,0
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.0098505833316334668,100,99.200000000000003,0.79999999999999716,1.0080645161290369,0.60000000000000142
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.0019745066019526414,100,100,0,1.0000000000000009,0
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.0063234499692916835,99.599999999999994,87.599999999999994,12,1.5981735159817378,10.800000000000001
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00032713067531586759,100,100,0,2.4000000000000021,0
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.002247767448425253,99.599999999999994,89.799999999999997,9.7999999999999972,0.44543429844098315,9.0499999999999936
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00011337351799012296,100,100,0,1.2000000000000011,0
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.029381914588108293,50.200000000000003,45.800000000000004,4.3999999999999986,1.8667687329285476,4.7499999999999964
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00055177545980500398,100,100,0,0.60000000000000053,0
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.020111402523255384,55.400000000000006,52.800000000000004,2.6000000000000014,0.57570287714692192,2.8999999999999986
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.0010096991982420089,100,100,0,0,0
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0059103412095741215,99.599999999999994,99.200000000000003,0.39999999999999147,-0.39836766420521252,0.34999999999999432
Variant I,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0019675606159053061,100,100,0,-0.40000000000000036,0
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0083259677886963201,99.599999999999994,85.599999999999994,14,1.668355665653265,12.249999999999996
Variant I,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0004229265451431985,100,100,0,3.0000000000000027,0
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.010123655676841703,99.799999999999997,86.799999999999997,13,0.92165898617511122,11.599999999999998
Variant I,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.00023837816715233107,100,100,0,2.4000000000000021,0
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.016165994274261464,49,47.199999999999996,1.8000000000000043,1.6845382220684879,3.699999999999994
Variant I,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0005516319776481815,100,100,0,-0.40000000000000036,0
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.021542126067185696,55.000000000000007,52,3.0000000000000071,-3.1538461538461515,3.8500000000000068
Variant I,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0010090166966350012,100,100,0,-1.6000000000000014,0
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),2026,2026,True,5,0.0029606007424327618,100,99.400000000000006,0.59999999999999432,0.6072434607645838,0.35000000000000142
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),2026,2026,False,5,0.00098820941516375438,100,100,0,0.60000000000000053,0
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),2026,2026,True,5,0.0021091053485871036,100,84.599999999999994,15.400000000000006,0.47281323877068626,13.450000000000003
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),2026,2026,False,5,0.00011790204048156561,100,100,0,1.2000000000000011,0
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),2026,2026,True,5,0.0021058276891707806,100,84.599999999999994,15.400000000000006,0.47281323877068626,13.450000000000003
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),2026,2026,False,5,0.00011430335044859685,100,100,0,1.2000000000000011,0
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),2026,2026,True,5,0.026260500177336943,44.200000000000003,48.199999999999996,3.9999999999999929,-7.7936951991137926,3.1499999999999968
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),2026,2026,False,5,0.00045743157581601412,100,100,0,-6.399999999999995,0
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),2026,2026,True,5,0.031716098547246496,48,53,5,-6.9182389937106903,3.8499999999999979
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),2026,2026,False,5,0.00083758854025328677,100,100,0,-5.3999999999999932,0
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),7,7,True,5,0.005000030033267211,100,99,1,1.6222222222222249,0.75
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),7,7,False,5,0.0010153499824828716,100,100,0,1.6000000000000014,0
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),7,7,True,5,0.010128141283988978,100,84,16,0.952380952380949,14.149999999999999
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),7,7,False,5,0.00014254808425906429,100,100,0,3.0000000000000027,0
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),7,7,True,5,0.010124154567718535,100,84.200000000000003,15.799999999999997,0.95011876484560887,14
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),7,7,False,5,0.00013812744617469619,100,100,0,3.0000000000000027,0
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),7,7,True,5,0.030373319631901818,43.200000000000003,47.799999999999997,4.5999999999999943,1.9913218657988563,2.2499999999999982
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),7,7,False,5,0.00045742687478866895,100,100,0,3.400000000000003,0
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),7,7,True,5,0.029223886707199276,47.399999999999999,52,4.6000000000000014,2.3872119441739725,2.2000000000000028
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),7,7,False,5,0.00083753786974938293,100,100,0,2.399999999999991,0
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),13,13,True,5,0.0029764928011856151,99.599999999999994,100,0.40000000000000568,0.79919678714859277,0.30000000000000426
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),13,13,False,5,0.00099716237785107964,100,100,0,0.80000000000000071,0
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),13,13,True,5,0.0078154128789901245,99.599999999999994,83.799999999999997,15.799999999999997,0.71599045346062429,13.999999999999996
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),13,13,False,5,0.00017981171607972524,100,100,0,2.4000000000000021,0
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),13,13,True,5,0.0078288408517837027,99.599999999999994,84.200000000000003,15.399999999999991,0.71258907363420665,13.599999999999994
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),13,13,False,5,0.00016655504703522173,100,100,0,2.4000000000000021,0
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),13,13,True,5,0.02364383304716039,42.399999999999999,46,3.6000000000000014,-10.529122231337162,3.3999999999999986
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),13,13,False,5,0.00045745487263115781,100,100,0,-3.8000000000000034,0
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),13,13,True,5,0.0092999622793440428,47.399999999999999,49.600000000000001,2.2000000000000028,-8.8301347488770947,2.3000000000000007
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),13,13,False,5,0.00083778189498506794,100,100,0,-4.3999999999999932,0
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),42,42,True,5,0.0010102700980936241,100,99.599999999999994,0.40000000000000568,0.60240963855421326,0.10000000000000142
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),42,42,False,5,0.0010102700980936241,100,100,0,0.60000000000000053,0
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),42,42,True,5,0.00016577935218808904,100,89.400000000000006,10.599999999999994,0.22371364653244186,9.8499999999999943
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),42,42,False,5,0.00016577935218808904,100,100,0,1.6000000000000014,0
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),42,42,True,5,0.00016056609153747292,100,89.400000000000006,10.599999999999994,0.22371364653244186,9.8499999999999943
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),42,42,False,5,0.00016056609153747292,100,100,0,1.6000000000000014,0
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),42,42,True,5,0.031647609650879482,42.799999999999997,47.799999999999997,5,7.5763500567004316,6.449999999999994
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),42,42,False,5,0.00045731493295497749,100,100,0,1.7999999999999905,0
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),42,42,True,5,0.0037704420562590379,50.200000000000003,50.799999999999997,0.59999999999999432,6.4199893340025742,4.149999999999995
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),42,42,False,5,0.0008369606303921806,100,100,0,1.8000000000000016,0
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),99,99,True,5,0.00097025895378322069,99.400000000000006,98.799999999999997,0.60000000000000853,-0.39874876791110569,0.50000000000000355
Variant II,Base (80/20),Baseline,Base (80/20),Base (80/20),99,99,False,5,0.0010200711320520472,100,100,0,-0.40000000000000036,0
